,room_type,price,host_is_superhost,host_acceptance_rate,bathrooms,review_scores_cleanliness,host_identity_verified,instant_bookable,property_type
21762,Entire home/apt,1114.0,0.0,99.0,1.0,5.0,1.0,1.0,Entire rental unit
21763,Entire home/apt,1115.0,0.0,99.0,1.0,4.0,1.0,1.0,Entire rental unit
21764,Entire home/apt,1139.0,0.0,99.0,1.0,4.0,1.0,1.0,Entire rental unit
21765,Entire home/apt,1115.0,0.0,99.0,1.0,4.72,1.0,1.0,Entire rental unit
21766,Entire home/apt,1115.0,0.0,99.0,1.0,4.8,1.0,1.0,Entire rental unit
21767,Entire home/apt,1115.0,0.0,99.0,1.0,4.76,1.0,1.0,Entire rental unit
21768,Entire home/apt,1112.0,0.0,99.0,1.0,4.2,1.0,1.0,Entire rental unit
21769,Entire home/apt,1115.0,0.0,99.0,1.0,5.0,1.0,1.0,Entire rental unit
21770,Entire home/apt,1115.0,0.0,99.0,1.0,4.2,1.0,1.0,Entire rental unit
21771,Entire home/apt,1115.0,0.0,99.0,1.0,5.0,1.0,1.0,Entire rental unit
21772,Entire home/apt,1115.0,0.0,99.0,1.0,4.25,1.0,1.0,Entire rental unit
21773,Entire home/apt,2048.0,1.0,100.0,1.0,4.93,1.0,1.0,Entire condo
21774,Entire home/apt,881.0,0.0,99.0,1.0,4.6,1.0,0.0,Entire rental unit
21775,Entire home/apt,1095.0,0.0,92.0,1.0,4.44,1.0,0.0,Entire rental unit
21776,Entire home/apt,1041.0,1.0,100.0,1.0,4.94,1.0,0.0,Entire condo
21777,Entire home/apt,1430.0,0.0,100.0,1.0,4.94,1.0,1.0,Entire rental unit
21778,Entire home/apt,520.0,0.0,20.0,1.0,4.8,1.0,0.0,Entire rental unit
21779,Entire home/apt,17000.0,0.0,94.0,2.0,4.8,1.0,0.0,Entire home
21780,Entire home/apt,1157.0,0.0,100.0,1.0,4.8,1.0,0.0,Entire rental unit
21781,Entire home/apt,1271.0,0.0,100.0,1.0,4.95,1.0,1.0,Entire rental unit
21782,Entire home/apt,1115.0,0.0,99.0,1.0,4.67,1.0,1.0,Entire rental unit
21783,Entire home/apt,1115.0,0.0,99.0,1.0,5.0,1.0,1.0,Entire rental unit
21784,Entire home/apt,1115.0,0.0,99.0,1.0,5.0,1.0,1.0,Entire rental unit
21785,Entire home/apt,1115.0,0.0,99.0,1.0,4.8,1.0,1.0,Entire rental unit
21786,Entire home/apt,1115.0,0.0,99.0,1.0,4.5,1.0,1.0,Entire rental unit
21787,Entire home/apt,2027.0,0.0,100.0,2.0,5.0,1.0,1.0,Entire condo
21788,Entire home/apt,900.0,1.0,98.0,2.0,4.61,1.0,0.0,Entire rental unit
21789,Entire home/apt,1114.0,1.0,78.0,2.0,4.67,1.0,0.0,Entire rental unit
21791,Entire home/apt,1170.0,0.0,100.0,1.0,4.91,1.0,1.0,Entire rental unit
21792,Entire home/apt,1925.0,0.0,100.0,1.0,4.14,0.0,1.0,Entire condo
21793,Entire home/apt,5665.0,1.0,100.0,2.5,4.67,1.0,1.0,Entire rental unit
21794,Entire home/apt,1504.0,0.0,100.0,1.0,4.56,0.0,1.0,Entire condo
21795,Entire home/apt,1200.0,1.0,97.0,1.0,4.8,1.0,1.0,Entire rental unit
21798,Entire home/apt,1433.0,0.0,99.0,1.0,4.83,1.0,0.0,Entire rental unit
21799,Entire home/apt,1835.0,1.0,100.0,1.0,4.89,1.0,0.0,Entire rental unit
21800,Entire home/apt,1327.0,1.0,100.0,1.5,4.89,1.0,0.0,Entire rental unit
21801,Entire home/apt,1900.0,0.0,99.0,2.0,4.7,1.0,1.0,Entire rental unit
21802,Entire home/apt,4352.0,1.0,100.0,3.0,5.0,1.0,0.0,Entire rental unit
21803,Entire home/apt,3250.0,1.0,100.0,2.5,5.0,1.0,1.0,Entire rental unit
21804,Entire home/apt,7255.0,0.0,100.0,2.5,5.0,1.0,1.0,Entire home
21805,Entire home/apt,1602.0,1.0,96.0,2.5,4.95,1.0,0.0,Entire condo
21806,Entire home/apt,1157.0,0.0,91.0,1.0,4.73,1.0,0.0,Entire rental unit
21807,Entire home/apt,2530.0,1.0,100.0,2.0,4.91,1.0,1.0,Entire rental unit
21808,Entire home/apt,7714.0,1.0,100.0,3.5,4.92,1.0,1.0,Entire rental unit
21809,Entire home/apt,4903.0,1.0,100.0,1.0,4.97,1.0,1.0,Entire serviced apartment
21810,Entire home/apt,3801.0,1.0,100.0,1.0,4.63,1.0,1.0,Entire serviced apartment
21811,Entire home/apt,4018.0,1.0,100.0,1.0,4.89,1.0,1.0,Entire serviced apartment
21812,Entire home/apt,1556.0,1.0,100.0,1.0,5.0,1.0,0.0,Entire rental unit
21813,Entire home/apt,1000.0,1.0,100.0,1.0,4.88,1.0,0.0,Entire rental unit
21814,Entire home/apt,2019.0,1.0,77.0,1.0,5.0,1.0,0.0,Entire rental unit
21817,Entire home/apt,450.0,1.0,100.0,1.0,4.54,1.0,1.0,Shipping container
21818,Entire home/apt,699.0,1.0,86.0,1.0,4.8,1.0,0.0,Entire loft
21820,Entire home/apt,1000.0,0.0,100.0,1.0,4.8,1.0,0.0,Entire rental unit
21821,Entire home/apt,1529.0,0.0,100.0,1.0,4.79,1.0,0.0,Entire rental unit
21822,Entire home/apt,1114.0,0.0,100.0,1.0,4.92,1.0,0.0,Entire rental unit
21823,Entire home/apt,650.0,0.0,96.0,1.0,4.9,1.0,0.0,Entire rental unit
21824,Entire home/apt,800.0,1.0,100.0,1.0,4.66,1.0,1.0,Entire rental unit
21825,Entire home/apt,2594.0,1.0,100.0,2.0,4.8,1.0,1.0,Entire rental unit
21827,Entire home/apt,1642.0,1.0,100.0,1.0,4.75,1.0,0.0,Entire rental unit
21828,Entire home/apt,1129.0,0.0,88.0,1.5,4.74,1.0,0.0,Entire rental unit
21829,Entire home/apt,3698.0,1.0,100.0,1.0,5.0,1.0,0.0,Entire rental unit
21830,Entire home/apt,3600.0,0.0,100.0,1.0,5.0,1.0,1.0,Entire rental unit
21831,Entire home/apt,15000.0,0.0,99.0,1.0,4.8,1.0,0.0,Entire rental unit
21833,Entire home/apt,3039.0,0.0,99.0,1.0,4.59,1.0,0.0,Entire rental unit
21834,Entire home/apt,2004.0,1.0,100.0,2.0,5.0,1.0,1.0,Entire rental unit
21835,Entire home/apt,1309.0,1.0,100.0,1.0,4.56,1.0,1.0,Entire rental unit
21837,Entire home/apt,3800.0,0.0,100.0,1.0,4.8,1.0,1.0,Entire rental unit
21838,Entire home/apt,1550.0,0.0,100.0,2.0,5.0,0.0,1.0,Entire condo
21839,Entire home/apt,1114.0,1.0,97.0,2.0,5.0,1.0,1.0,Entire rental unit
21840,Entire home/apt,2000.0,0.0,100.0,1.0,5.0,1.0,0.0,Entire condo
21842,Entire home/apt,1744.0,1.0,97.0,1.0,4.93,1.0,0.0,Entire rental unit
21843,Entire home/apt,4229.0,0.0,72.0,5.0,4.6,1.0,0.0,Entire home
21844,Entire home/apt,1050.0,0.0,100.0,1.5,5.0,1.0,0.0,Entire condo
21846,Entire home/apt,1750.0,1.0,98.0,2.0,4.8,1.0,1.0,Entire rental unit
21847,Entire home/apt,1000.0,1.0,100.0,2.0,4.31,1.0,0.0,Entire rental unit
21848,Entire home/apt,758.0,0.0,100.0,1.0,4.83,1.0,1.0,Entire condo
21849,Entire home/apt,550.0,0.0,99.0,1.0,4.93,1.0,0.0,Entire rental unit
21850,Entire home/apt,1357.0,1.0,100.0,1.0,4.57,1.0,1.0,Entire rental unit
21851,Entire home/apt,856.0,0.0,97.0,1.0,4.5,1.0,0.0,Entire serviced apartment
21852,Entire home/apt,1205.0,1.0,81.0,1.0,4.0,1.0,1.0,Entire rental unit
21853,Entire home/apt,807.0,1.0,100.0,1.0,4.85,1.0,0.0,Entire rental unit
21854,Entire home/apt,900.0,0.0,77.0,1.0,5.0,1.0,0.0,Entire rental unit
21857,Entire home/apt,1596.0,0.0,100.0,2.0,4.67,1.0,1.0,Entire serviced apartment
21858,Entire home/apt,631.0,1.0,100.0,1.0,4.93,1.0,1.0,Entire rental unit
21859,Entire home/apt,1114.0,0.0,96.0,1.0,4.8,1.0,0.0,Entire rental unit
21861,Entire home/apt,1114.0,1.0,100.0,1.0,4.85,1.0,0.0,Entire rental unit
21862,Entire home/apt,3078.0,1.0,100.0,1.5,4.88,1.0,1.0,Entire rental unit
21864,Entire home/apt,1800.0,0.0,100.0,2.0,5.0,1.0,0.0,Entire rental unit
21865,Entire home/apt,1779.0,0.0,100.0,1.0,4.94,1.0,1.0,Entire rental unit
21866,Entire home/apt,1300.0,0.0,100.0,1.0,5.0,1.0,1.0,Entire rental unit
21867,Entire home/apt,1493.0,1.0,100.0,1.0,5.0,1.0,1.0,Entire rental unit
21868,Entire home/apt,1114.0,0.0,71.0,1.0,5.0,1.0,0.0,Entire loft
21869,Entire home/apt,800.0,0.0,0.0,1.0,4.8,1.0,0.0,Entire rental unit
21871,Entire home/apt,1124.0,1.0,100.0,2.0,4.69,1.0,1.0,Entire rental unit
21872,Entire home/apt,1656.0,1.0,98.0,1.0,4.89,1.0,0.0,Entire serviced apartment
21874,Entire home/apt,523.0,1.0,93.0,1.0,4.42,1.0,0.0,Tiny home
21876,Entire home/apt,1950.0,0.0,100.0,2.0,4.95,1.0,1.0,Entire rental unit
21877,Entire home/apt,2340.0,0.0,100.0,2.0,5.0,1.0,1.0,Entire rental unit
21878,Entire home/apt,1318.0,0.0,99.0,1.0,4.22,1.0,1.0,Entire rental unit
21879,Entire home/apt,1350.0,0.0,99.0,1.0,4.83,1.0,1.0,Entire rental unit
21880,Entire home/apt,1199.0,1.0,99.0,1.0,4.83,1.0,0.0,Entire rental unit
21881,Entire home/apt,1415.0,0.0,95.0,1.0,5.0,1.0,0.0,Entire rental unit
21883,Entire home/apt,569.0,0.0,94.0,1.0,5.0,1.0,0.0,Entire rental unit
21884,Entire home/apt,1474.0,0.0,97.0,1.0,5.0,1.0,1.0,Entire condo
21885,Entire home/apt,6110.0,1.0,100.0,3.5,4.68,1.0,1.0,Entire rental unit
21886,Entire home/apt,900.0,0.0,100.0,1.0,4.76,1.0,1.0,Entire rental unit
21887,Entire home/apt,1031.0,1.0,92.0,1.0,4.83,1.0,0.0,Entire home
21889,Entire home/apt,714.0,0.0,95.0,2.0,4.85,1.0,0.0,Entire rental unit
21890,Entire home/apt,3000.0,0.0,100.0,2.5,4.8,1.0,0.0,Entire rental unit
21891,Entire home/apt,1676.0,1.0,100.0,1.0,5.0,1.0,1.0,Entire loft
21893,Entire home/apt,1139.0,0.0,95.0,1.5,5.0,1.0,1.0,Entire rental unit
21897,Entire home/apt,1900.0,0.0,33.0,1.0,4.8,1.0,0.0,Entire rental unit
21898,Entire home/apt,1447.0,1.0,100.0,2.0,4.97,1.0,1.0,Entire rental unit
21899,Entire home/apt,1112.0,0.0,100.0,1.0,4.8,1.0,0.0,Entire rental unit
21900,Entire home/apt,1114.0,1.0,98.0,1.0,5.0,1.0,0.0,Entire rental unit
21901,Entire home/apt,1114.0,0.0,94.0,1.0,5.0,1.0,0.0,Entire rental unit
21902,Entire home/apt,1114.0,1.0,100.0,1.0,4.88,1.0,0.0,Entire rental unit
21903,Entire home/apt,800.0,0.0,60.0,1.0,4.5,1.0,0.0,Tiny home
21904,Entire home/apt,383.0,0.0,79.0,1.0,3.78,1.0,0.0,Entire condo
21905,Entire home/apt,1200.0,0.0,44.0,1.0,5.0,1.0,0.0,Entire rental unit
21906,Entire home/apt,2443.0,0.0,99.0,1.0,4.91,1.0,0.0,Entire rental unit
21907,Entire home/apt,900.0,0.0,42.0,1.0,3.0,1.0,0.0,Entire rental unit
21908,Entire home/apt,982.0,0.0,100.0,1.0,4.54,1.0,1.0,Entire rental unit
21909,Entire home/apt,1653.0,0.0,100.0,1.5,4.9,1.0,0.0,Entire rental unit
21910,Entire home/apt,4825.0,1.0,100.0,3.0,5.0,1.0,0.0,Entire rental unit
21911,Entire home/apt,1114.0,0.0,91.0,3.0,5.0,1.0,0.0,Entire rental unit
21912,Entire home/apt,2200.0,1.0,100.0,2.0,4.92,1.0,1.0,Entire rental unit
21914,Entire home/apt,750.0,0.0,0.0,1.0,4.8,1.0,0.0,Entire rental unit
21915,Entire home/apt,9488.0,0.0,100.0,5.0,4.0,1.0,1.0,Entire home
21916,Entire home/apt,9856.0,0.0,100.0,5.5,5.0,1.0,1.0,Entire home
21917,Entire home/apt,1300.0,0.0,100.0,2.5,5.0,1.0,0.0,Entire rental unit
21918,Entire home/apt,910.0,1.0,100.0,1.0,4.68,1.0,1.0,Entire condo
21919,Entire home/apt,1114.0,0.0,89.0,1.0,5.0,1.0,0.0,Entire home
21920,Entire home/apt,4616.0,1.0,100.0,2.0,4.93,1.0,1.0,Entire rental unit
21921,Entire home/apt,1500.0,0.0,88.0,4.0,5.0,1.0,0.0,Entire rental unit
21922,Entire home/apt,6400.0,1.0,100.0,2.5,4.8,1.0,1.0,Entire rental unit
21923,Entire home/apt,1074.0,1.0,99.0,2.0,4.83,1.0,0.0,Entire rental unit
21924,Entire home/apt,700.0,1.0,98.0,1.0,4.62,1.0,1.0,Entire rental unit
21926,Entire home/apt,2273.0,1.0,100.0,3.0,4.89,1.0,1.0,Entire rental unit
21929,Entire home/apt,2002.0,1.0,94.0,1.5,5.0,1.0,0.0,Entire condo
21933,Entire home/apt,3296.0,1.0,89.0,2.0,4.5,1.0,0.0,Entire rental unit
21934,Entire home/apt,1100.0,0.0,100.0,2.0,5.0,1.0,0.0,Entire rental unit
21936,Entire home/apt,620.0,1.0,92.0,1.0,4.9,1.0,0.0,Entire condo
21938,Entire home/apt,1114.0,0.0,99.0,1.0,4.71,1.0,1.0,Entire rental unit
21939,Entire home/apt,1114.0,0.0,99.0,1.0,4.9,1.0,1.0,Entire rental unit
21940,Entire home/apt,1114.0,0.0,99.0,1.0,4.88,1.0,1.0,Entire rental unit
21941,Entire home/apt,1114.0,0.0,99.0,1.0,5.0,1.0,1.0,Entire rental unit
21942,Entire home/apt,1114.0,0.0,99.0,1.0,4.75,1.0,1.0,Entire rental unit
21943,Entire home/apt,1114.0,0.0,99.0,1.0,4.88,1.0,1.0,Entire rental unit
21944,Entire home/apt,1663.0,0.0,100.0,2.0,4.33,1.0,1.0,Entire rental unit
21949,Entire home/apt,1200.0,0.0,99.0,1.0,4.8,1.0,0.0,Entire rental unit
21950,Entire home/apt,1114.0,0.0,78.0,1.0,5.0,1.0,0.0,Entire serviced apartment
21951,Entire home/apt,1114.0,1.0,100.0,1.0,4.67,1.0,1.0,Entire home
21953,Entire home/apt,956.0,0.0,50.0,1.0,5.0,1.0,0.0,Entire rental unit
21955,Entire home/apt,1433.0,0.0,100.0,2.0,4.71,1.0,1.0,Entire rental unit
21956,Entire home/apt,1114.0,0.0,99.0,2.0,4.25,1.0,1.0,Entire rental unit
21957,Entire home/apt,1113.0,0.0,99.0,1.0,5.0,1.0,1.0,Entire rental unit
21959,Entire home/apt,1649.0,1.0,81.0,1.0,4.0,1.0,1.0,Entire rental unit
21960,Entire home/apt,2818.0,0.0,99.0,1.5,4.92,1.0,0.0,Entire rental unit
21961,Entire home/apt,1729.0,0.0,96.0,2.0,4.5,1.0,0.0,Entire rental unit
21962,Entire home/apt,1114.0,0.0,99.0,2.0,4.43,1.0,1.0,Entire rental unit
21963,Entire home/apt,1114.0,0.0,99.0,2.0,4.76,1.0,1.0,Entire rental unit
21964,Entire home/apt,1114.0,0.0,99.0,2.0,4.0,1.0,1.0,Entire rental unit
21965,Entire home/apt,1114.0,0.0,99.0,2.0,4.86,1.0,1.0,Entire rental unit
21966,Entire home/apt,1114.0,0.0,99.0,2.0,4.27,1.0,1.0,Entire rental unit
21967,Entire home/apt,1115.0,0.0,99.0,1.0,4.89,1.0,1.0,Entire rental unit
21968,Entire home/apt,1114.0,0.0,99.0,1.0,4.82,1.0,1.0,Entire rental unit
21969,Entire home/apt,1115.0,0.0,99.0,1.0,4.73,1.0,1.0,Entire rental unit
21970,Entire home/apt,1249.0,0.0,99.0,1.0,4.69,1.0,1.0,Entire rental unit
21971,Entire home/apt,980.0,1.0,93.0,2.0,4.65,1.0,0.0,Entire rental unit
21972,Entire home/apt,1114.0,0.0,40.0,2.0,4.8,1.0,0.0,Entire rental unit
21973,Entire home/apt,650.0,0.0,100.0,1.0,4.78,1.0,1.0,Entire serviced apartment
21974,Entire home/apt,450.0,1.0,100.0,1.0,4.59,1.0,1.0,Shipping container
21975,Entire home/apt,1505.0,1.0,99.0,2.0,4.89,1.0,1.0,Entire rental unit
21976,Entire home/apt,1224.0,0.0,99.0,1.0,4.75,1.0,1.0,Entire rental unit
21977,Entire home/apt,1115.0,0.0,99.0,1.0,4.93,1.0,1.0,Entire rental unit
21978,Entire home/apt,1115.0,0.0,99.0,1.0,4.71,1.0,1.0,Entire rental unit
21979,Entire home/apt,1115.0,0.0,99.0,1.0,5.0,1.0,1.0,Entire rental unit
21980,Entire home/apt,1114.0,0.0,99.0,1.0,4.8,1.0,1.0,Entire rental unit
21981,Entire home/apt,1114.0,0.0,99.0,1.0,4.89,1.0,1.0,Entire rental unit
21982,Entire home/apt,1115.0,0.0,99.0,1.0,4.67,1.0,1.0,Entire rental unit
21983,Entire home/apt,1115.0,0.0,99.0,1.0,5.0,1.0,1.0,Entire rental unit
21984,Entire home/apt,1000.0,0.0,100.0,1.0,5.0,1.0,0.0,Entire rental unit
21985,Entire home/apt,2507.0,0.0,100.0,1.0,5.0,1.0,0.0,Entire rental unit
21986,Entire home/apt,1310.0,0.0,35.0,2.0,5.0,1.0,0.0,Entire rental unit
21987,Entire home/apt,1114.0,0.0,99.0,2.0,5.0,1.0,1.0,Entire rental unit
21988,Entire home/apt,1114.0,0.0,99.0,2.0,5.0,1.0,1.0,Entire rental unit
21989,Entire home/apt,1114.0,0.0,99.0,2.0,4.57,1.0,1.0,Entire rental unit
21990,Entire home/apt,1114.0,0.0,99.0,2.0,4.88,1.0,1.0,Entire rental unit
21991,Entire home/apt,1114.0,0.0,99.0,2.0,4.89,1.0,1.0,Entire rental unit
21992,Entire home/apt,1137.0,0.0,99.0,1.0,5.0,1.0,1.0,Entire rental unit
21993,Entire home/apt,1114.0,0.0,99.0,1.0,4.4,1.0,1.0,Entire rental unit
21994,Entire home/apt,1137.0,0.0,99.0,1.0,4.82,1.0,1.0,Entire rental unit
21997,Entire home/apt,1250.0,0.0,100.0,1.0,4.88,1.0,0.0,Entire rental unit
21998,Entire home/apt,1114.0,0.0,99.0,1.0,4.42,1.0,1.0,Entire rental unit
21999,Entire home/apt,1274.0,0.0,99.0,1.0,4.93,1.0,1.0,Entire rental unit
22000,Entire home/apt,1114.0,0.0,99.0,1.0,4.88,1.0,1.0,Entire rental unit
22001,Entire home/apt,1137.0,0.0,99.0,1.0,5.0,1.0,1.0,Entire rental unit
22002,Entire home/apt,1568.0,0.0,99.0,1.0,4.88,1.0,1.0,Entire rental unit
22003,Entire home/apt,1274.0,0.0,99.0,1.0,5.0,1.0,1.0,Entire rental unit
22004,Entire home/apt,1114.0,0.0,99.0,1.0,5.0,1.0,1.0,Entire rental unit
22005,Entire home/apt,1137.0,0.0,99.0,1.0,5.0,1.0,1.0,Entire rental unit
22006,Entire home/apt,1179.0,0.0,100.0,1.0,5.0,1.0,0.0,Entire rental unit
22008,Entire home/apt,1700.0,0.0,96.0,2.5,4.53,1.0,1.0,Entire home
22009,Entire home/apt,1114.0,1.0,81.0,2.5,4.79,1.0,1.0,Entire rental unit
22010,Entire home/apt,881.0,0.0,98.0,1.0,4.25,1.0,0.0,Entire rental unit
22011,Entire home/apt,1724.0,0.0,97.0,1.0,4.94,1.0,0.0,Entire rental unit
22012,Entire home/apt,1264.0,1.0,94.0,1.0,4.69,1.0,0.0,Entire rental unit
22013,Entire home/apt,1137.0,0.0,99.0,1.0,4.93,1.0,1.0,Entire rental unit
22014,Entire home/apt,1137.0,0.0,99.0,1.0,4.8,1.0,1.0,Entire rental unit
22015,Entire home/apt,1137.0,0.0,99.0,2.0,4.92,1.0,1.0,Entire rental unit
22016,Entire home/apt,1137.0,0.0,99.0,1.0,4.78,1.0,1.0,Entire rental unit
22017,Entire home/apt,2347.0,1.0,81.0,1.0,5.0,1.0,1.0,Entire rental unit
22018,Entire home/apt,490.0,0.0,100.0,1.0,5.0,1.0,1.0,Entire rental unit
22019,Entire home/apt,1090.0,0.0,99.0,1.0,4.8,1.0,0.0,Entire condo
22020,Entire home/apt,2535.0,1.0,100.0,1.0,4.87,1.0,1.0,Entire rental unit
22021,Entire home/apt,2555.0,1.0,100.0,1.0,4.9,1.0,1.0,Entire rental unit
22022,Entire home/apt,1109.0,0.0,99.0,1.0,4.94,1.0,1.0,Entire rental unit
22023,Entire home/apt,1115.0,0.0,99.0,1.0,5.0,1.0,1.0,Entire rental unit
22024,Entire home/apt,1115.0,0.0,99.0,1.0,4.67,1.0,1.0,Entire rental unit
22025,Entire home/apt,1386.0,0.0,100.0,1.0,5.0,1.0,1.0,Entire rental unit
22026,Entire home/apt,1114.0,0.0,99.0,1.0,5.0,1.0,1.0,Entire rental unit
22027,Entire home/apt,2081.0,1.0,100.0,1.0,4.92,1.0,1.0,Entire rental unit
22028,Entire home/apt,3668.0,1.0,100.0,2.0,4.86,1.0,1.0,Entire rental unit
22029,Entire home/apt,2081.0,1.0,100.0,1.0,4.94,1.0,1.0,Entire rental unit
22030,Entire home/apt,2252.0,1.0,100.0,1.0,4.79,1.0,1.0,Entire rental unit
22031,Entire home/apt,1114.0,1.0,100.0,1.0,4.94,1.0,1.0,Entire rental unit
22032,Entire home/apt,1897.0,1.0,100.0,1.0,4.87,1.0,1.0,Entire rental unit
22033,Entire home/apt,2412.0,1.0,100.0,1.0,4.78,1.0,1.0,Entire rental unit
22034,Entire home/apt,1123.0,0.0,99.0,1.0,4.45,1.0,1.0,Entire rental unit
22035,Entire home/apt,1115.0,0.0,99.0,1.0,4.77,1.0,1.0,Entire rental unit
22036,Entire home/apt,1115.0,0.0,99.0,1.0,4.86,1.0,1.0,Entire rental unit
22037,Entire home/apt,1114.0,0.0,99.0,1.0,4.89,1.0,1.0,Entire rental unit
22038,Entire home/apt,1115.0,0.0,99.0,1.0,5.0,1.0,1.0,Entire rental unit
22039,Entire home/apt,1114.0,0.0,99.0,1.0,4.83,1.0,1.0,Entire rental unit
22040,Entire home/apt,1137.0,0.0,99.0,1.0,4.57,1.0,1.0,Entire rental unit
22041,Entire home/apt,1112.0,0.0,99.0,1.0,5.0,1.0,1.0,Entire rental unit
22042,Entire home/apt,1499.0,1.0,99.0,1.0,4.9,1.0,1.0,Entire rental unit
22043,Entire home/apt,1499.0,1.0,99.0,1.0,5.0,1.0,1.0,Entire rental unit
22044,Entire home/apt,1499.0,1.0,99.0,1.0,4.85,1.0,1.0,Entire rental unit
22045,Entire home/apt,1499.0,1.0,99.0,1.0,4.89,1.0,1.0,Entire rental unit
22046,Entire home/apt,1499.0,1.0,99.0,1.0,4.92,1.0,1.0,Entire rental unit
22047,Entire home/apt,1499.0,1.0,99.0,1.0,4.93,1.0,1.0,Entire rental unit
22048,Entire home/apt,1137.0,0.0,99.0,1.0,5.0,1.0,1.0,Entire rental unit
22049,Entire home/apt,1114.0,0.0,99.0,1.0,4.75,1.0,1.0,Entire rental unit
22050,Entire home/apt,1114.0,0.0,99.0,1.0,4.75,1.0,1.0,Entire rental unit
22051,Entire home/apt,1114.0,0.0,99.0,1.0,4.6,1.0,1.0,Entire rental unit
22052,Entire home/apt,1114.0,0.0,99.0,1.0,4.67,1.0,1.0,Entire rental unit
22053,Entire home/apt,1114.0,0.0,99.0,1.0,4.75,1.0,1.0,Entire rental unit
22054,Entire home/apt,1114.0,0.0,99.0,1.0,4.57,1.0,1.0,Entire rental unit
22055,Entire home/apt,1109.0,0.0,99.0,1.0,4.77,1.0,1.0,Entire rental unit
22056,Entire home/apt,1115.0,0.0,99.0,1.0,4.67,1.0,1.0,Entire rental unit
22057,Entire home/apt,1137.0,0.0,99.0,1.0,4.94,1.0,1.0,Entire rental unit
22058,Entire home/apt,1114.0,0.0,99.0,1.0,5.0,1.0,1.0,Entire rental unit
22059,Entire home/apt,1114.0,0.0,99.0,1.0,4.71,1.0,1.0,Entire rental unit
22060,Entire home/apt,1137.0,0.0,99.0,1.0,5.0,1.0,1.0,Entire rental unit
22061,Entire home/apt,1114.0,0.0,99.0,1.0,5.0,1.0,1.0,Entire rental unit
22062,Entire home/apt,1499.0,1.0,99.0,1.0,4.79,1.0,1.0,Entire rental unit
22063,Entire home/apt,1499.0,1.0,99.0,1.0,4.93,1.0,1.0,Entire rental unit
22068,Entire home/apt,850.0,0.0,32.0,1.0,4.93,1.0,0.0,Entire rental unit
22069,Entire home/apt,1023.0,1.0,100.0,1.0,4.77,1.0,0.0,Entire rental unit
22070,Entire home/apt,1409.0,1.0,100.0,1.0,4.94,1.0,1.0,Entire rental unit
22071,Entire home/apt,1137.0,0.0,99.0,1.0,4.88,1.0,1.0,Entire rental unit
22072,Entire home/apt,1137.0,0.0,99.0,2.0,5.0,1.0,1.0,Entire rental unit
22073,Entire home/apt,1114.0,0.0,99.0,2.0,4.14,1.0,1.0,Entire rental unit
22074,Entire home/apt,1137.0,0.0,99.0,1.0,4.93,1.0,1.0,Entire rental unit
22075,Entire home/apt,1137.0,0.0,99.0,2.0,5.0,1.0,1.0,Entire rental unit
22076,Entire home/apt,1114.0,0.0,99.0,2.0,4.88,1.0,1.0,Entire rental unit
22077,Entire home/apt,1137.0,0.0,99.0,1.0,4.83,1.0,1.0,Entire rental unit
22078,Entire home/apt,1137.0,0.0,99.0,2.0,4.0,1.0,1.0,Entire rental unit
22079,Entire home/apt,1431.0,0.0,99.0,1.0,4.87,1.0,1.0,Entire rental unit
22081,Entire home/apt,699.0,0.0,99.0,1.0,5.0,1.0,0.0,Entire condo
22082,Entire home/apt,1114.0,0.0,99.0,1.0,4.8,1.0,1.0,Entire home
22084,Entire home/apt,1000.0,0.0,100.0,1.0,4.92,1.0,1.0,Entire rental unit
22085,Entire home/apt,1950.0,1.0,94.0,3.5,5.0,1.0,0.0,Entire rental unit
22086,Entire home/apt,959.0,1.0,92.0,1.0,4.85,1.0,1.0,Entire rental unit
22087,Entire home/apt,1561.0,1.0,100.0,2.0,4.63,1.0,1.0,Entire rental unit
22091,Entire home/apt,1235.0,1.0,94.0,2.0,4.71,1.0,0.0,Entire rental unit
22092,Entire home/apt,1223.0,0.0,99.0,2.0,4.88,1.0,0.0,Entire serviced apartment
22096,Entire home/apt,17098.0,1.0,98.0,7.5,4.55,1.0,1.0,Entire home
22098,Entire home/apt,1114.0,1.0,99.0,1.0,4.89,1.0,1.0,Entire rental unit
22099,Entire home/apt,1789.0,1.0,99.0,1.0,4.6,1.0,1.0,Entire rental unit
22100,Entire home/apt,1789.0,1.0,99.0,1.0,4.92,1.0,1.0,Entire rental unit
22102,Entire home/apt,2499.0,0.0,92.0,4.5,4.85,1.0,1.0,Entire home
22103,Entire home/apt,1148.0,1.0,92.0,1.0,5.0,1.0,1.0,Entire rental unit
22104,Entire home/apt,1450.0,1.0,93.0,1.0,4.6,1.0,0.0,Entire rental unit
22106,Entire home/apt,1114.0,1.0,100.0,2.0,5.0,1.0,1.0,Entire condo
22108,Entire home/apt,1052.0,0.0,99.0,1.0,4.6,1.0,1.0,Entire guest suite
22109,Entire home/apt,1011.0,0.0,98.0,1.0,4.33,1.0,1.0,Entire rental unit
22110,Entire home/apt,1300.0,1.0,98.0,1.0,5.0,1.0,0.0,Entire rental unit
22111,Entire home/apt,1153.0,0.0,64.0,2.0,5.0,1.0,0.0,Entire rental unit
22112,Entire home/apt,1482.0,1.0,100.0,1.0,5.0,1.0,1.0,Entire rental unit
